,0.0,None
officer,6.01372688476487e-15,None
individuals,6.027704668977068e-15,None
3000,6.297393500336321e-15,None
netanyahus,6.499449005896186e-15,None
firearms,6.811571792338624e-15,None
extreme,7.078999615617632e-15,None
protecting,7.173263136600355e-15,None
moon,7.211277706047817e-15,None
invented,7.335236108575765e-15,None
suddenly,7.432998498808785e-15,None
performance,7.52459829186042e-15,None
security,7.676816091897565e-15,None
exposed,7.755008275704153e-15,None
treason,7.974360201884703e-15,None
unlike,8.044543316879442e-15,None
afrin,8.214320125829351e-15,None
staterun,8.690103256155405e-15,None
lawful,8.859495852648427e-15,None
tensions,9.136079331417003e-15,None
miss,9.602163504303082e-15,None
thai,9.966642327307152e-15,None
pyongyang,9.970711589211165e-15,None
counterpart,1.0146363326227135e-14,None
completed,1.0712428521299302e-14,None
explain,1.0827532796725949e-14,None
agriculture,1.0848818096323667e-14,None
environment,1.087044710279392e-14,None
daesh,1.1101215865425099e-14,None
territory,1.1169118254571399e-14,None
politicians,1.1757039190250747e-14,None
mondays,1.2800520221271758e-14,None
bush,1.2844782623632904e-14,None
online,1.3305486719720815e-14,None
overnight,1.3723067048844406e-14,None
inbox,1.6324788078369405e-14,None
vice,1.642423509437416e-14,None
building,1.653951536832729e-14,None
many,1.672356740615831e-14,None
colluding,1.6762301846409515e-14,None
obey,1.7037887995927693e-14,None
sister,1.7278789976461227e-14,None
hispanic,1.7399820661670793e-14,None
humanitarian,1.854720979313494e-14,None
relations,1.902366477265886e-14,None
explains,1.993819623813456e-14,None
products,2.2855711670433262e-14,None
telling,2.2930008398311937e-14,None
stability,2.4213251196547383e-14,None
cnns,2.5211450671334342e-14,None
army,2.5497526523659553e-14,None
lecture,2.5580060630635106e-14,None
essentially,2.5850185781998604e-14,None
film,2.6662781936178825e-14,None
tourism,2.7857975259363464e-14,None
books,2.8726039756618236e-14,None
theyd,3.0599036298979186e-14,None
winter,3.117461084878527e-14,None
excerpt,3.1325884910848374e-14,None
spy,3.174178278615118e-14,None
regions,3.251540349322901e-14,None
york,3.252853459967413e-14,None
released,3.3639074537335905e-14,None
impact,3.398288052306135e-14,None
certain,3.4339945017764604e-14,None
situation,3.6500193821411924e-14,None
protestant,3.876631830441602e-14,None
wednesdays,4.0914426905864096e-14,None
obamas,4.166064407429944e-14,None
commissioner,4.4639988043696686e-14,None
gang,4.513249725803639e-14,None
communism,5.015340310694182e-14,None
progressive,5.233907147119983e-14,None
patriotic,5.252853909618529e-14,None
longer,5.3861589508415e-14,None
either,5.679166109251971e-14,None
discussions,5.693769368749537e-14,None
together,5.967801133379612e-14,None
fighters,6.146710526995844e-14,None
signing,6.252484033774174e-14,None
early,6.339493963421479e-14,None
phony,6.481795607364164e-14,None
million,6.537265800880475e-14,None
aims,6.629703010150455e-14,None
guests,7.264722522032337e-14,None
success,7.288013552636319e-14,None
jongun,7.315250336802154e-14,None
resolve,7.335160323569893e-14,None
forget,7.637607700754063e-14,None
conservatism,7.974448231065323e-14,None
legislature,8.065548921032041e-14,None
plain,8.240181440186703e-14,None
criticised,8.261699164544488e-14,None
federal,8.450132625226066e-14,None
untold,8.569583894056947e-14,None
uks,8.878747786761126e-14,None
strong,8.997581157927042e-14,None
easily,9.192602426289369e-14,None
ypg,1.0071667182319039e-13,None
pti,1.0071667182319039e-13,None
additional,1.0646950144485088e-13,None
declares,1.0767458854540829e-13,None
boost,1.0893859672525431e-13,None
arrived,1.1050712348490338e-13,None
transportation,1.1102018814901396e-13,None
schools,1.1250769798584178e-13,None
usled,1.307991518878007e-13,None
theories,1.3111192684007277e-13,None
collapse,1.3251549372660728e-13,None
fla,1.3465443309831094e-13,None
release,1.3612587172715766e-13,None
attend,1.404884109171668e-13,None
teachings,1.4135761891379782e-13,None
sounds,1.4322342663933841e-13,None
want,1.4526668389532186e-13,None
thereby,1.5104244478267686e-13,None
festival,1.514070144881347e-13,None
notorious,1.5159505663518935e-13,None
transnational,1.6092922178899625e-13,None
markets,1.6323157761041935e-13,None
nearby,1.6647901049426124e-13,None
vast,1.688280066414765e-13,None
attempt,1.6985184025499508e-13,None
resident,1.7344941356159483e-13,None
common,1.9616175336303278e-13,None
olympics,1.9731515454816926e-13,None
faces,2.065781743878726e-13,None
nawaz,2.0720627036047075e-13,None
philosophical,2.0868801838108248e-13,None
pmln,2.122941516312112e-13,None
clashes,2.1353550710473735e-13,None
hysteria,2.3592601478257547e-13,None
initiative,2.38103103602743e-13,None
refers,2.434506905187665e-13,None
progressives,2.592947015197835e-13,None
point,2.614339563633018e-13,None
sea,2.6150518452403187e-13,None
corp,2.672575287483546e-13,None
transport,2.8508260387493007e-13,None
murdering,2.887672191849023e-13,None
airport,2.916741923575398e-13,None
respectively,3.115988706094883e-13,None
sanctions,3.275465295402209e-13,None
mandalay,3.429938423388392e-13,None
closed,3.5096173276007934e-13,None
reminds,3.631714766869481e-13,None
willing,3.6394416590702294e-13,None
details,3.644803772050641e-13,None
labour,3.818196350577702e-13,None
west,3.868961578622894e-13,None
jeremiah,3.9006158684771287e-13,None
abroad,3.9500879622250976e-13,None
strikes,4.005691199066286e-13,None
lebanon,4.034417320342573e-13,None
ignoring,4.1426845083004063e-13,None
airlines,4.1647022233667934e-13,None
head,4.19020994467482e-13,None
bigotry,4.333330302740373e-13,None
dubai,4.539669379262467e-13,None
see,4.639236339472215e-13,None
founding,4.687048954007116e-13,None
type,4.803814984001373e-13,None
instagram,4.844259715839292e-13,None
surely,4.848009525029682e-13,None
production,4.870290302908446e-13,None
conveniently,5.083125971749181e-13,None
shah,5.228910215209772e-13,None
military,5.368878997892368e-13,None
turn,5.373174550888451e-13,None
benjamin,5.420320457505293e-13,None
19yearold,5.593291209928147e-13,None
canadas,5.593291209928147e-13,None
4000,5.781891022373011e-13,None
hated,5.887959104575215e-13,None
beirut,5.940295871945605e-13,None
son,6.113022264410246e-13,None
tehrans,6.162338040233623e-13,None
worse,6.195543486343158e-13,None
fridays,6.269616990375184e-13,None
competition,6.295559554258146e-13,None
association,6.518623210435985e-13,None
mps,6.6685880897731e-13,None
fascist,7.048107900474428e-13,None
organised,7.136031842610344e-13,None
using,7.209237152464189e-13,None
scene,7.409653595945679e-13,None
500000,7.480054081792522e-13,None
wellknown,7.480054081792522e-13,None
eu,7.49037399141685e-13,None
70,7.736330127097525e-13,None
bombshell,7.951398938008622e-13,None
withdraw,7.996196090704671e-13,None
goes,8.064952707310911e-13,None
40,8.320699045259191e-13,None
outright,8.516860731137647e-13,None
nixon,8.855619103532597e-13,None
reign,8.968642269078827e-13,None
iqbal,9.079629869707396e-13,None
jfk,9.454018122590558e-13,None
revenue,9.725962900587132e-13,None
homes,9.797193237287274e-13,None
costs,1.0419174309395815e-12,None
aircraft,1.0466952694016267e-12,None
200,1.0506252876897827e-12,None
good,1.0636853240178252e-12,None
oppressed,1.0728713244440391e-12,None
sinister,1.0728713244440391e-12,None
2010,1.0867936978391413e-12,None
fake,1.0980064121732136e-12,None
contributed,1.1102601668484148e-12,None
sept,1.1186514432209614e-12,None
options,1.1189405214786388e-12,None
firm,1.1431752404999602e-12,None
oil,1.153922133987621e-12,None
conflict,1.1604245476471447e-12,None
egregious,1.175708424442501e-12,None
reagan,1.2096672888158185e-12,None
youd,1.214287283235893e-12,None
highway,1.2186136383942215e-12,None
elite,1.2601969098075338e-12,None
trump,1.293754561221578e-12,None
build,1.306210227455662e-12,None
mentions,1.3157366364925054e-12,None
karnataka,1.337852222959373e-12,None
instance,1.3584583836279774e-12,None
visiting,1.3597677735807076e-12,None
river,1.3772405663402523e-12,None
crime,1.3934956140242751e-12,None
houses,1.4065441389330164e-12,None
suppose,1.443406351584943e-12,None
falsely,1.4574841705437025e-12,None
things,1.494850844317417e-12,None
roads,1.5048666147350976e-12,None
medical,1.5268198305654253e-12,None
thinks,1.5428818976017739e-12,None
l,1.5466515695683074e-12,None
likes,1.5784569561845816e-12,None
industries,1.5874830552114622e-12,None
husband,1.5934929522741546e-12,None
colluded,1.5971346935076338e-12,None
teaching,1.6197520637170786e-12,None
metoo,1.6239963823942368e-12,None
theology,1.6726801307546446e-12,None
universal,1.7259649934670583e-12,None
challenge,1.782094940138786e-12,None
executive,1.8160541357691782e-12,None
crooked,1.9441417192521356e-12,None
define,1.985438316515566e-12,None
sales,1.995127828344423e-12,None
kashmir,1.9959080947522594e-12,None
p,2.0066013401049363e-12,None
realdonaldtrump,2.0258560782415897e-12,None
managing,2.045288075573329e-12,None
pathetic,2.1003572921406333e-12,None
measures,2.123865075069729e-12,None
germany,2.174376202651847e-12,None
typical,2.174750416975241e-12,None
ruling,2.2419072522716493e-12,None
denounce,2.2774197848398793e-12,None
season,2.290114560374498e-12,None
medieval,2.2912974326347796e-12,None
dialogue,2.3515596239381e-12,None
focusing,2.3842947420245088e-12,None
ceasefire,2.4311292731976404e-12,None
correctness,2.4365791328936578e-12,None
governors,2.567524812017959e-12,None
engage,2.5762666780898447e-12,None
priests,2.5766765093424055e-12,None
informant,2.612677674061176e-12,None
decade,2.6282393279301893e-12,None
400000,2.6366278354099155e-12,None
stop,2.6472401073737125e-12,None
injuries,2.6833622069484662e-12,None
recalled,2.684595285428598e-12,None
immoral,2.693311352099828e-12,None
analysts,2.791057667375722e-12,None
steps,2.830032381900641e-12,None
secretarygeneral,2.904995363605615e-12,None
percent,2.9249106223648625e-12,None
strengthen,3.0338294037855637e-12,None
main,3.0408917894938444e-12,None
hopes,3.059823301190385e-12,None
philosopher,3.120283887964954e-12,None
japan,3.2496520863085517e-12,None
kurdish,3.392047928700034e-12,None
vicious,3.4401878666397995e-12,None
changes,3.4645399357057985e-12,None
murray,3.525331402564096e-12,None
ahmed,3.554272760659989e-12,None
inherently,3.6036815016330156e-12,None
abolish,3.6036815016330156e-12,None
almost,3.7693906240321404e-12,None
dirty,3.855915890350997e-12,None
europes,3.885468436007508e-12,None
germanys,3.885468436007508e-12,None
norths,3.885468436007508e-12,None
think,4.01549084337204e-12,None
2007,4.03446737336849e-12,None
close,4.206226444645717e-12,None
probe,4.248391476825919e-12,None
alassad,4.281002464246175e-12,None
puppet,4.426511773218496e-12,None
catholic,4.552377897722333e-12,None
exercise,4.633782130243572e-12,None
exports,4.689222378550041e-12,None
proof,4.736683563465728e-12,None
anonymity,4.830417844004466e-12,None
daniels,4.834507843125446e-12,None
centres,4.852618314427526e-12,None
statistical,4.9980751062093694e-12,None
businesses,5.1301128735835694e-12,None
funeral,5.209388407460305e-12,None
tickets,5.304004341624654e-12,None
justified,5.507525217700485e-12,None
write,5.575640818044631e-12,None
entirely,5.599306253366889e-12,None
mays,5.726119621022629e-12,None
crore,5.726119621022629e-12,None
star,5.809451935329255e-12,None
banks,5.866994631345603e-12,None
contains,6.050548998051048e-12,None
polls,6.165739656031176e-12,None
facility,6.1986643614016e-12,None
righteous,6.454475036545755e-12,None
reiterated,6.511806574762817e-12,None
ongoing,6.6255125003247855e-12,None
nine,6.663187091906324e-12,None
families,6.8407593487442304e-12,None
museum,7.340578762644109e-12,None
conditions,7.506837694323573e-12,None
leadership,7.560988064372435e-12,None
b,7.64876789786739e-12,None
constantly,7.813164225686802e-12,None
confiscate,8.196671112496448e-12,None
island,8.982837422712143e-12,None
racism,9.178942392516472e-12,None
violate,9.178942392516472e-12,None
200000,9.298558432454445e-12,None
roman,9.792698310361438e-12,None
2009,9.876721569164372e-12,None
favor,1.0012595364822463e-11,None
art,1.0075847919089776e-11,None
operative,1.0104702847592636e-11,None
frances,1.0249344243561118e-11,None
northwestern,1.0274471421289154e-11,None
2003,1.04296080204804e-11,None
port,1.043012531056809e-11,None
willingly,1.0553983042977494e-11,None
reveals,1.0710247139467774e-11,None
readily,1.078384269889755e-11,None
addition,1.0859273424329924e-11,None
affected,1.0890691973943865e-11,None
68,1.0896839258710668e-11,None
interkorean,1.1288829008196696e-11,None
hussain,1.133560612253529e-11,None
civilized,1.134093366915617e-11,None
36,1.1359887813063731e-11,None
murder,1.1939580912108259e-11,None
terrorists,1.206075697808551e-11,None
reasonable,1.2062252275675765e-11,None
womans,1.243850054542726e-11,None
hostility,1.2643098782110242e-11,None
outrageous,1.2643098782110242e-11,None
part,1.2665565887505945e-11,None
wholly,1.2846352327493647e-11,None
bizarre,1.3149613649423033e-11,None
update,1.3391889804023237e-11,None
quality,1.3410615395520223e-11,None
shady,1.3456772525268338e-11,None
suppress,1.3948001196787722e-11,None
isis,1.4175290549762467e-11,None
develop,1.5395764933518603e-11,None
dispute,1.572321084610949e-11,None
peshawar,1.663932670357808e-11,None
pradesh,1.663932670357808e-11,None
shut,1.7004340574176405e-11,None
exit,1.71317190791452e-11,None
stage,1.7561325328925557e-11,None
politically,1.804602928812276e-11,None
africa,1.831056957282942e-11,None
accord,1.91072227768676e-11,None
destructive,1.926599109332777e-11,None
constant,1.9590547912380167e-11,None
extremely,1.9839917046741136e-11,None
location,1.9928721781758426e-11,None
1500,2.022431258066446e-11,None
ireland,2.0892662501378494e-11,None
ahmad,2.1137092493052658e-11,None
oct,2.1320832728966046e-11,None
bunch,2.137114798665013e-11,None
james,2.1837521390684408e-11,None
thursdays,2.2259710463218558e-11,None
fifty,2.2588758562533003e-11,None
iranian,2.2731382302799908e-11,None
lakh,2.4527378130964573e-11,None
action,2.4561987978683796e-11,None
possessed,2.4674819597106138e-11,None
pyeongchang,2.5123895534606105e-11,None
insist,2.6044682598241663e-11,None
soon,2.635514033737107e-11,None
allah,2.663180832967656e-11,None
additionally,2.7013953398495352e-11,None
palace,2.755037805482961e-11,None
persecution,2.817962170153337e-11,None
alongside,2.852250579898058e-11,None
migrant,2.988416489778017e-11,None
basically,3.001321254640392e-11,None
arabia,3.0627416723021684e-11,None
jong,3.063771018859389e-11,None
dhs,3.179115523554559e-11,None
upcoming,3.2080765591963924e-11,None
purge,3.235028174094769e-11,None
scripture,3.2608085596077947e-11,None
thailand,3.26252105331643e-11,None
twoday,3.281387035824716e-11,None
threeday,3.281387035824716e-11,None
