Speaker	Truth-Rating	Statement	PolitiFact explanations	URL
Newt Gingrich	4	"I balanced the budget for four straight years, paid off $405 billion in debt."	Wrong then, wrong now	/truth-o-meter/statements/2011/dec/16/newt-gingrich/newt-gingrich-repeats-claim-about-his-record-balan/	
Newt Gingrich	4	"The Obama administration just issued instructions that terrorism training should not involve any reference to Islam."	Sensitivity, not bans	/truth-o-meter/statements/2011/dec/14/newt-gingrich/newt-gingrich-says-obama-administration-issued-ins/	
Newt Gingrich	4	In New York City, "an entry level janitor gets paid twice as much as an entry level teacher."	The difference between custodial engineers and janitors	/truth-o-meter/statements/2011/dec/12/newt-gingrich/newt-ginrgich-says-new-york-city-starting-janitor-/	
Newt Gingrich	4	"I never favored cap and trade."	Except when he did favor it	/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/	
Newt Gingrich	4	"Community banks  are being destroyed by Dodd-Frank."	They're actually doing better	/truth-o-meter/statements/2011/nov/21/newt-gingrich/newt-gingrich-says-dodd-frank-destroying-community/	
Newt Gingrich	4	Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.	No such requirement	/truth-o-meter/statements/2011/jul/21/newt-gingrich/newt-gingrich-says-dodd-frank-law-requires-20-perc/	
Newt Gingrich	4	"For four years, we balanced the budget and paid off $405 billion in debt."	Only part of these achievements on his watch	/truth-o-meter/statements/2011/may/11/newt-gingrich/newt-gingrich-inaccurate-budget-debt-claims-video-/	
Newt Gingrich	4	During his time as House speaker, "unemployment came down from 5.6 percent to under 4 (percent)."	Unemployment fell -- but not that far	/truth-o-meter/statements/2011/may/11/newt-gingrich/gingrich-unemployment-rate-claim-target/	
Newt Gingrich	4	When the United States "first created the federal income tax, frankly, nobody below a million dollars a year paid anything."	Actually, a few million such households did	/truth-o-meter/statements/2010/apr/14/newt-gingrich/gingrich-says-only-millionaires-paid-first-us-inco/	
Newt Gingrich	5	Says he was "exonerated in every single case" in 1990s ethics violations charges.	Um, remember that reprimand?	/georgia/statements/2012/feb/20/newt-gingrich/gingrich-says-he-was-exonerated-ethics-probe/	
Newt Gingrich	5	Newt Gingrich says electric co-ops and credit unions are "government-sponsored enterprises" like Freddie Mac.	Freddie's a GSE, credit union's not	/truth-o-meter/statements/2012/jan/23/newt-gingrich/gingrich-repeats-claim-freddie-mac-credit-unions-a/	
Newt Gingrich	5	"No federal official at any level is currently allowed to say Merry Christmas."	Big Brother doesn't nix Father Christmas	/truth-o-meter/statements/2011/dec/21/newt-gingrich/newt-gingrich-says-no-federal-official-allowed-say/	
Newt Gingrich	5	Says Freddie Mac, electric co-ops and credit unions are all "government sponsored" enterprises.	No. Not really	/truth-o-meter/statements/2011/dec/19/newt-gingrich/newt-gingrich-says-freddie-mac-electric-coo-ops-an/	
Newt Gingrich	5	Says the congressional ethics investigation against him was conducted by "a very partisan political committee" in a way that "related more to the politics of the Democratic Party than to ethics."	A historian rewrites history	/truth-o-meter/statements/2011/dec/07/newt-gingrich/newt-gingrich-blasts-1990s-ethics-investigation-hi/	
Newt Gingrich	5	People can use food stamps "for anything," including "to go to Hawaii," and even millionaires can qualify.	Wrong in so many ways	/truth-o-meter/statements/2011/dec/01/newt-gingrich/Gingrich-says-use-food-stamps-Hawaii/	
Newt Gingrich	5	Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what "would, in effect, be death panels."	Wrong then and wrong now	/georgia/statements/2011/oct/28/newt-gingrich/gingrich-claims-health-care-reform-includes-death-/	
Newt Gingrich	5	"We spend less on defense today as % of GDP than at any time since Pearl Harbor."	Gingrich's Defense Claim Indefensible	/georgia/statements/2011/aug/29/newt-gingrich/gingrich-says-defense-spending-historic-low/	
Newt Gingrich	5	A  recent Obama executive order could "lead to a number of investigations by  Interpol in the United States, potentially aimed at American  officials."	Interpol just doesn't work that way	/truth-o-meter/statements/2010/jan/12/newt-gingrich/gingrich-claims-interpol-will-investigate-american/	
Newt Gingrich	5	Inside the stimulus package "is anti-Christian legislation that  will stop churches from using public schools for meeting on  Sundays, as well as Boy Scouts and student Bible study  groups."	Sunday schools may proceed as usual	/truth-o-meter/statements/2009/jun/08/newt-gingrich/stimulus-bill-wont-change-status-sunday-school/	
Tim Cook	1	"Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples  even if the Supreme Court strikes down Texas marriage ban later this year."	Inaction	/texas/statements/2015/apr/15/tim-cook/apples-tim-cook-texas-considering-law-punish-clerk/	
Georgia Department of Economic Development	2	Film and television productions generated a $6 billion economic impact for Georgias economy in the most recent fiscal year.	No doubt of growth but little evidence of specifics	/georgia/statements/2015/aug/07/georgia-department-economic-development/film-industrys-impact-georgia-economy-overstated/	
Shemia Fagan	4	"I sponsored the new Buy American law"	A bill's not a law, simple as that	/oregon/statements/2014/sep/12/shemia-fagan/did-oregon-state-rep-shemia-fagan-sponsor-new-buy-/	
Jesse  Jackson	1	Milwaukee is "the most segregated city in America."	The accepted measure puts Milwaukee  the metro area  at No. 1	/wisconsin/statements/2011/apr/18/jesse-jackson/rev-jesse-jackson-says-milwaukee-most-segregated-c/	
Jesse  Jackson	4	"Homicides against blacks have tripled" since Floridas "stand your ground" law has been in existence.	Numbers tell a different story	/florida/statements/2013/jul/24/jesse-jackson/homicides-blacks-have-tripled-stand-your-ground-wa/	
John Bolton	1	Says Vladimir Putin once said, "The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century."	Famous line "often misquoted," scholars say	/punditfact/statements/2014/mar/06/john-bolton/did-vladimir-putin-call-breakup-ussr-greatest-geop/	
Mario Loyola	1	"Wisconsins state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsins working families and businesses remain subject to a heavy tax burden."	On taxin' and spendin', advantage Wisconsin	/wisconsin/statements/2014/dec/01/mario-loyola/mario-loyola-says-even-cuts-wisconsin-spending-and/	
Heidi Group	0	"Following the 2009 session," Texas House Speaker Joe Straus "was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider."	Thanks in absentia	/texas/statements/2011/jan/11/heidi-group/activists-say-planned-parenthood-nations-premier-a/	
Beatrice Lanzi	2	"One out of four of our young people say they are victims of this (dating) violence."	All abuse yes; physical abuse no	/rhode-island/statements/2012/mar/04/beatrice-lanzi/rhode-island-state-sen-beatrice-lanzi-says-1-4-you/	
Charlie Bethel	2	Georgia has had the nations busiest Court of Appeals for a decade or more.	Constitution puts court under unique pressure	/georgia/statements/2015/apr/20/charlie-bethel/no-firm-evidence-often-repeated-claim-about-court-/	
Rob Wittman	2	The 2005 round of military base closings "has not yet resulted in savings."	Depends how you define savings	/virginia/statements/2015/may/15/rob-wittman/rob-wittman-says-2005-brac-round-base-closings-has/	
Gabrielle Giffords	0	Polls show that Americans "overwhelmingly" support "expanding background checks."	Careful wording ensures her accuracy	/truth-o-meter/statements/2013/apr/18/gabrielle-giffords/gabby-giffords-says-americans-overwhelmingly-suppo/	
Gabrielle Giffords	1	"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks."	Says her own poll, with some support	/truth-o-meter/statements/2013/jul/08/gabrielle-giffords/gabrielle-giffords-says-nh-republicans-gun-owners-/	
Russell Edwards	4	"Paul Broun Jr. sides with sexual deviants to support sale of 'crush videos.' "	Rep. Broun says he's no "deviant"	/georgia/statements/2010/aug/27/russell-edwards/congressman-sides-sexual-deviants-no-vote-opponent/	
John Podesta	3	Says Hillary Clinton's "been very clear where she stands on trade."	More foggy than not	/truth-o-meter/statements/2015/jun/14/john-podesta/hillary-clinton-has-been-very-clear-trade-campaign/	
Priorities USA Action	1	Says Mitt Romney "was director of a company that stole millions from Medicare."	One of several directors	/truth-o-meter/statements/2012/nov/02/priorities-usa-action/mitt-romney-and-rick-scott-both-have-medicare-frau/	
Priorities USA Action	2	Says India "gained jobs thanks to Romney."	Taking the long way to India	/truth-o-meter/statements/2012/jul/26/priorities-usa-action/super-PAC-ad-mitt-romney-outsources-jobs-india/	
Priorities USA Action	2	"Thousands (in China) owe their jobs to Mitt Romney's companies."	The supporting evidence has some hits and misses	/truth-o-meter/statements/2012/jul/25/priorities-usa-action/pro-obama-super-pac-ad-says-thousands-chinese-work/	
Priorities USA Action	2	"Mitt Romneys pledged to protect (oil companies') record profits  and their billions in special tax breaks, too."	No "pledge" but evidence points that way	/florida/statements/2012/apr/06/priorities-usa-action/mitt-romney-pledged-protect-oil-companies-tax-b/	
Priorities USA Action	3	"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant."	Money earned by far more people on a much bigger investment	/truth-o-meter/statements/2012/nov/05/priorities-usa-action/ad-claims-mitt-romney-made-over-hundred-million-do/	
Priorities USA Action	3	Says Romney wants to "take away early childhood education, slash K-12 funding, and cut college aid  to pay for a $250,000 tax break for multi-millionaires."	Effects on education far from clear	/truth-o-meter/statements/2012/oct/10/priorities-usa-action/super-pac-says-romney-takes-education-gives-millio/	
Priorities USA Action	3	Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.	Torch-bearers jackets made in Burma but Romney connection unproven	/truth-o-meter/statements/2012/jul/27/priorities-usa-action/ad-says-mitt-romney-had-olympic-uniforms-made-burm/	
Priorities USA Action	4	Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.	Innuendo with no proof	/truth-o-meter/statements/2012/aug/09/priorities-usa-action/pro-obama-group-blames-romney-womans-death/	
Brian Anderson	1	"Pasco County has the second highest population of homeless in all of Florida."	Not exact science	/florida/statements/2013/apr/10/brian-anderson/pasco-county-has-states-second-highest-homeless-po/	
John Carter	1	About 40 percent of U.S. illegal immigrants "came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home."	2006 estimate and not all come by plane	/texas/statements/2013/sep/06/john-carter/john-carter-claim-40-percent-nations-illegal-resid/	
John Carter	2	Says the Constitution "specifically states the Congress shall write legislation for immigration policy," so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.	Yes, but...	/texas/statements/2012/jun/27/john-carter/john-carter-says-xxx/	
John Carter	4	Says an appointed board created under Obamacare "will have the ability to come between you and your doctor in determining the best treatment options for you!"	Familiarly flawed	/texas/statements/2012/aug/21/john-carter/john-cornyn-says-board-comes-you-treatment-options/	
John Carter	4	Says the United States is the only nation that affords citizenship to anyone born here, "whether you are here legally or illegally."	Said and then said again	/texas/statements/2010/aug/10/john-carter/rep-john-carter-says-united-states-only-nation-aff/	
John Carter	4	"The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes."	The White House said nothing of the sort	/truth-o-meter/statements/2009/sep/08/john-carter/texas-lawmaker-latest-republican-say-health-bill-w/	
